meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,task_model_epoch_4_support_loss,task_model_epoch_4_support_loss_d,task_model_epoch_4_support_loss_s,task_model_epoch_4_task_learning_rate,task_model_epoch_5_support_loss,task_model_epoch_5_support_loss_d,task_model_epoch_5_support_loss_s,task_model_epoch_5_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
11,7.047773361206055,1.8011425733566284,5.246630668640137,0.001,7.04438591003418,1.798189401626587,5.246196746826172,0.0009045084971874737,7.041051387786865,1.7948795557022095,5.246171951293945,0.0006545084971874737,7.038529872894287,1.7924424409866333,5.246087551116943,0.00034549150281252633,7.037222385406494,1.791131615638733,5.246090888977051,9.549150281252633e-05,2.703881720705336,7.043818950653076,1.7967896461486816,5.2470293045043945
12,7.043338298797607,1.7967896461486816,5.246548652648926,0.001,7.040079116821289,1.7939358949661255,5.246143341064453,0.0009045084971874737,7.036606788635254,1.7906296253204346,5.24597692489624,0.0006545084971874737,7.034303665161133,1.7882111072540283,5.246092319488525,0.00034549150281252633,7.032899856567383,1.7868975400924683,5.246002197265625,9.549150281252633e-05,3.378145136486002,7.039499759674072,1.7924724817276,5.247027397155762
13,7.038946628570557,1.7924724817276,5.246474266052246,0.001,7.035621166229248,1.7895784378051758,5.246042728424072,0.0009045084971874737,7.032588481903076,1.786415457725525,5.246172904968262,0.0006545084971874737,7.029929161071777,1.7839851379394531,5.245944023132324,0.00034549150281252633,7.0285515785217285,1.782675862312317,5.245875835418701,9.549150281252633e-05,2.3096704189809514,7.035212993621826,1.7881852388381958,5.24702787399292
14,7.034575462341309,1.7881852388381958,5.246390342712402,0.001,7.031522750854492,1.7854136228561401,5.2461090087890625,0.0009045084971874737,7.028083801269531,1.7822096347808838,5.245873928070068,0.0006545084971874737,7.025628566741943,1.77980375289917,5.245824813842773,0.00034549150281252633,7.024219512939453,1.7784810066223145,5.245738506317139,9.549150281252633e-05,2.700716761864436,7.030976295471191,1.7839468717575073,5.2470293045043945
15,7.030482292175293,1.7839468717575073,5.246535301208496,0.001,7.027575969696045,1.781204104423523,5.246371746063232,0.0009045084971874737,7.024258136749268,1.7780113220214844,5.246246814727783,0.0006545084971874737,7.0218377113342285,1.7756119966506958,5.246225833892822,0.00034549150281252633,7.020573616027832,1.7743107080459595,5.246263027191162,9.549150281252633e-05,3.391889182786185,7.026749610900879,1.7797203063964844,5.2470293045043945
16,7.026276111602783,1.7797203063964844,5.246555805206299,0.001,7.023336410522461,1.776977300643921,5.246359348297119,0.0009045084971874737,7.020133018493652,1.7738410234451294,5.2462921142578125,0.0006545084971874737,7.017616271972656,1.7714288234710693,5.246187686920166,0.00034549150281252633,7.016284942626953,1.7701410055160522,5.246143817901611,9.549150281252633e-05,2.578818745741727,7.022536277770996,1.7755095958709717,5.247026443481445
17,7.021848678588867,1.7755095958709717,5.246339321136475,0.001,7.018859386444092,1.7728228569030762,5.246036529541016,0.0009045084971874737,7.015660762786865,1.7696701288223267,5.245990753173828,0.0006545084971874737,7.013393402099609,1.7672843933105469,5.2461090087890625,0.00034549150281252633,7.012056350708008,1.7659900188446045,5.246066093444824,9.549150281252633e-05,2.662021201162502,7.018347263336182,1.7713242769241333,5.247023105621338
18,7.017724514007568,1.7713242769241333,5.246400356292725,0.001,7.014875888824463,1.7685766220092773,5.2462992668151855,0.0009045084971874737,7.011536598205566,1.7653858661651611,5.246150970458984,0.0006545084971874737,7.009115695953369,1.76304292678833,5.246072769165039,0.00034549150281252633,7.007689952850342,1.7617249488830566,5.245965003967285,9.549150281252633e-05,1.868450411405614,7.014139652252197,1.767113208770752,5.247026443481445
19,7.0135345458984375,1.767113208770752,5.2464213371276855,0.001,7.010505199432373,1.7644544839859009,5.246050834655762,0.0009045084971874737,7.007343769073486,1.7612671852111816,5.246076583862305,0.0006545084971874737,7.004871368408203,1.7588939666748047,5.245977401733398,0.00034549150281252633,7.00346565246582,1.7575790882110596,5.24588680267334,9.549150281252633e-05,2.614421340786484,7.009959697723389,1.7629313468933105,5.247028350830078
20,7.009200572967529,1.7629313468933105,5.246269226074219,0.001,7.006499290466309,1.7602741718292236,5.246224880218506,0.0009045084971874737,7.003287315368652,1.7571213245391846,5.246165752410889,0.0006545084971874737,7.000701427459717,1.7547564506530762,5.245944976806641,0.00034549150281252633,6.9995503425598145,1.7534416913986206,5.246108531951904,9.549150281252633e-05,2.397126034588287,7.0057525634765625,1.7587300539016724,5.24702262878418
21,7.005096435546875,1.7587300539016724,5.246366500854492,0.001,7.002259731292725,1.756096363067627,5.246163368225098,0.0009045084971874737,6.999016761779785,1.7529585361480713,5.246057987213135,0.0006545084971874737,6.996603488922119,1.75059175491333,5.246011734008789,0.00034549150281252633,6.995222091674805,1.7492992877960205,5.245922565460205,9.549150281252633e-05,2.6902521366085415,7.001583099365234,1.7545578479766846,5.247025489807129
22,7.001110076904297,1.7545578479766846,5.246551990509033,0.001,6.998316764831543,1.7519586086273193,5.246358394622803,0.0009045084971874737,6.9951066970825195,1.7489206790924072,5.246186256408691,0.0006545084971874737,6.99259090423584,1.7465245723724365,5.246066570281982,0.00034549150281252633,6.991109371185303,1.7452088594436646,5.245900630950928,9.549150281252633e-05,3.1895573076600487,6.997474670410156,1.7504464387893677,5.247028350830078
23,6.99679708480835,1.7504464387893677,5.2463507652282715,0.001,6.993814468383789,1.7478493452072144,5.245965003967285,0.0009045084971874737,6.990662097930908,1.7447115182876587,5.245950698852539,0.0006545084971874737,6.9882001876831055,1.7423075437545776,5.245892524719238,0.00034549150281252633,6.9868364334106445,1.7410008907318115,5.245835304260254,9.549150281252633e-05,2.569927951318748,6.993300437927246,1.7462732791900635,5.247027397155762
24,6.99275016784668,1.7462732791900635,5.246476650238037,0.001,6.989785671234131,1.7437515258789062,5.246034145355225,0.0009045084971874737,6.986603736877441,1.7405916452407837,5.246012210845947,0.0006545084971874737,6.984184265136719,1.738247275352478,5.245936870574951,0.00034549150281252633,6.982759475708008,1.7369166612625122,5.245842933654785,9.549150281252633e-05,3.952057280614903,6.989161968231201,1.7421361207962036,5.247025966644287
25,6.988552093505859,1.7421361207962036,5.246416091918945,0.001,6.985913276672363,1.7395660877227783,5.246347427368164,0.0009045084971874737,6.982555389404297,1.7364106178283691,5.246144771575928,0.0006545084971874737,6.980166912078857,1.7341026067733765,5.246064186096191,0.00034549150281252633,6.978744029998779,1.7328029870986938,5.245941162109375,9.549150281252633e-05,3.2796934018546913,6.985016822814941,1.737991452217102,5.247025489807129
26,6.984359264373779,1.737991452217102,5.246367931365967,0.001,6.981539249420166,1.7354823350906372,5.246057033538818,0.0009045084971874737,6.978322982788086,1.732369303703308,5.245953559875488,0.0006545084971874737,6.975958824157715,1.7300775051116943,5.245881080627441,0.00034549150281252633,6.974756717681885,1.728782057762146,5.245974540710449,9.549150281252633e-05,2.3761074634376285,6.980917930603027,1.7338900566101074,5.24702787399292
27,6.9802470207214355,1.7338900566101074,5.246356964111328,0.001,6.9775238037109375,1.7314598560333252,5.246063709259033,0.0009045084971874737,6.97426176071167,1.7283190488815308,5.24594259262085,0.0006545084971874737,6.971907138824463,1.7259801626205444,5.245926856994629,0.00034549150281252633,6.970488548278809,1.724696159362793,5.245792388916016,9.549150281252633e-05,2.28699728627182,6.976822853088379,1.7297933101654053,5.2470293045043945
28,6.975998878479004,1.7297933101654053,5.2462053298950195,0.001,6.9734697341918945,1.7274112701416016,5.246058464050293,0.0009045084971874737,6.970209121704102,1.7243741750717163,5.245834827423096,0.0006545084971874737,6.9676103591918945,1.7219693660736084,5.245640754699707,0.00034549150281252633,6.966307640075684,1.7206768989562988,5.245630741119385,9.549150281252633e-05,3.043653795717679,6.972762107849121,1.7257364988327026,5.247025489807129
29,6.9717793464660645,1.7257364988327026,5.246042728424072,0.001,6.969061374664307,1.7233492136001587,5.2457122802734375,0.0009045084971874737,6.966361999511719,1.7203139066696167,5.2460479736328125,0.0006545084971874737,6.963862419128418,1.718008279800415,5.245853900909424,0.00034549150281252633,6.962366104125977,1.7167246341705322,5.245641231536865,9.549150281252633e-05,3.2268580251826573,6.968709945678711,1.7216832637786865,5.2470269203186035
30,6.968025207519531,1.7216832637786865,5.246342182159424,0.001,6.965211391448975,1.719368815422058,5.245842456817627,0.0009045084971874737,6.962162017822266,1.7162662744522095,5.245895862579346,0.0006545084971874737,6.959816932678223,1.714002013206482,5.245814800262451,0.00034549150281252633,6.958564281463623,1.7127372026443481,5.2458271980285645,9.549150281252633e-05,2.4049192927366856,6.964689254760742,1.7176612615585327,5.24702787399292
31,6.964054107666016,1.7176612615585327,5.246392726898193,0.001,6.961274147033691,1.7153003215789795,5.245973587036133,0.0009045084971874737,6.958449840545654,1.7122749090194702,5.2461748123168945,0.0006545084971874737,6.955963134765625,1.7098835706710815,5.246079444885254,0.00034549150281252633,6.954686164855957,1.708613634109497,5.246072769165039,9.549150281252633e-05,3.1054274127066783,6.960669040679932,1.713640809059143,5.247028350830078
32,6.960105895996094,1.713640809059143,5.24646520614624,0.001,6.957385063171387,1.7114439010620117,5.245941162109375,0.0009045084971874737,6.9546284675598145,1.7085267305374146,5.2461018562316895,0.0006545084971874737,6.952004909515381,1.7062088251113892,5.245796203613281,0.00034549150281252633,6.950760364532471,1.7049074172973633,5.245852947235107,9.549150281252633e-05,2.5685416215658208,6.95672607421875,1.7096995115280151,5.247026443481445
33,6.955888271331787,1.7096995115280151,5.246188640594482,0.001,6.953349590301514,1.707382082939148,5.245967388153076,0.0009045084971874737,6.950057029724121,1.7043583393096924,5.24569845199585,0.0006545084971874737,6.947827339172363,1.7020437717437744,5.24578332901001,0.00034549150281252633,6.946354866027832,1.700766921043396,5.2455878257751465,9.549150281252633e-05,2.51664185242762,6.952714920043945,1.7056876420974731,5.247027397155762
34,6.951837539672852,1.7056876420974731,5.246150016784668,0.001,6.949131011962891,1.7032060623168945,5.245924949645996,0.0009045084971874737,6.945799827575684,1.7001224756240845,5.245677471160889,0.0006545084971874737,6.943497657775879,1.697831392288208,5.245666027069092,0.00034549150281252633,6.942117691040039,1.696558952331543,5.245558738708496,9.549150281252633e-05,3.3282812905933565,6.948639869689941,1.7016127109527588,5.2470269203186035
35,6.947795867919922,1.7016127109527588,5.246182918548584,0.001,6.945036888122559,1.6992560625076294,5.245780944824219,0.0009045084971874737,6.941946983337402,1.6962602138519287,5.2456865310668945,0.0006545084971874737,6.9394636154174805,1.693935751914978,5.245527744293213,0.00034549150281252633,6.938084602355957,1.6926401853561401,5.245444297790527,9.549150281252633e-05,2.505564802721609,6.944629669189453,1.6976019144058228,5.24702787399292
36,6.943897247314453,1.6976019144058228,5.24629545211792,0.001,6.941474914550781,1.6953747272491455,5.246099948883057,0.0009045084971874737,6.938486099243164,1.6923956871032715,5.246090412139893,0.0006545084971874737,6.93601131439209,1.690078616142273,5.245932579040527,0.00034549150281252633,6.9346537590026855,1.6887860298156738,5.245867729187012,9.549150281252633e-05,3.090235322614315,6.940651893615723,1.69362473487854,5.247027397155762
37,6.9398298263549805,1.69362473487854,5.246204853057861,0.001,6.937273025512695,1.6913834810256958,5.245889663696289,0.0009045084971874737,6.934191703796387,1.6884616613388062,5.245729923248291,0.0006545084971874737,6.931860446929932,1.6861518621444702,5.245708465576172,0.00034549150281252633,6.930483341217041,1.6848726272583008,5.24561071395874,9.549150281252633e-05,2.943805949453955,6.936707973480225,1.689680576324463,5.247027397155762
38,6.9357404708862305,1.689680576324463,5.246059894561768,0.001,6.933229446411133,1.6874806880950928,5.245748519897461,0.0009045084971874737,6.9300761222839355,1.684443473815918,5.245632648468018,0.0006545084971874737,6.927604675292969,1.682175874710083,5.245428562164307,0.00034549150281252633,6.926478385925293,1.6808922290802002,5.245586395263672,9.549150281252633e-05,3.5775133185887182,6.932733535766602,1.6857048273086548,5.247028827667236
39,6.932064533233643,1.6857048273086548,5.246359825134277,0.001,6.9293212890625,1.6834229230880737,5.245898246765137,0.0009045084971874737,6.92617130279541,1.6804529428482056,5.245718479156494,0.0006545084971874737,6.923764228820801,1.6781597137451172,5.245604515075684,0.00034549150281252633,6.922365665435791,1.6768587827682495,5.245506763458252,9.549150281252633e-05,2.57550222631309,6.92874002456665,1.681710124015808,5.247029781341553
40,6.9280829429626465,1.681710124015808,5.246372699737549,0.001,6.925596714019775,1.6794404983520508,5.246156215667725,0.0009045084971874737,6.922489166259766,1.6764795780181885,5.246009826660156,0.0006545084971874737,6.919918060302734,1.6741969585418701,5.245721340179443,0.00034549150281252633,6.918502330780029,1.6729298830032349,5.245572566986084,9.549150281252633e-05,2.9859572815143083,6.92477560043335,1.6777472496032715,5.247028350830078
41,6.923762321472168,1.6777472496032715,5.2460150718688965,0.001,6.921454429626465,1.6755702495574951,5.245884418487549,0.0009045084971874737,6.918807029724121,1.6726428270339966,5.246164321899414,0.0006545084971874737,6.916139125823975,1.670387625694275,5.24575138092041,0.00034549150281252633,6.914826393127441,1.6690958738327026,5.245730400085449,9.549150281252633e-05,2.6766786685915376,6.92086124420166,1.6738330125808716,5.247028350830078
42,6.920307159423828,1.6738330125808716,5.246474266052246,0.001,6.917750358581543,1.671679973602295,5.246070384979248,0.0009045084971874737,6.914683818817139,1.6686424016952515,5.246041297912598,0.0006545084971874737,6.912236213684082,1.6663951873779297,5.245841026306152,0.00034549150281252633,6.910923004150391,1.6651091575622559,5.245813846588135,9.549150281252633e-05,2.7179502832411795,6.91691255569458,1.669883370399475,5.2470293045043945
43,6.916116237640381,1.669883370399475,5.246232986450195,0.001,6.913565635681152,1.667661428451538,5.245904445648193,0.0009045084971874737,6.9105987548828125,1.664708137512207,5.2458906173706055,0.0006545084971874737,6.908113956451416,1.662469506263733,5.245644569396973,0.00034549150281252633,6.906695365905762,1.6611902713775635,5.245505332946777,9.549150281252633e-05,2.76775287118577,6.912975788116455,1.6659470796585083,5.247028827667236
44,6.912117958068848,1.6659470796585083,5.246170997619629,0.001,6.909748077392578,1.6638370752334595,5.245911121368408,0.0009045084971874737,6.906633377075195,1.6608436107635498,5.245790004730225,0.0006545084971874737,6.904352188110352,1.6586124897003174,5.245739936828613,0.00034549150281252633,6.903166770935059,1.6573035717010498,5.24586296081543,9.549150281252633e-05,2.3416013071239457,6.909048080444336,1.6620196104049683,5.247028350830078
45,6.908352375030518,1.6620196104049683,5.24633264541626,0.001,6.905921459197998,1.6598466634750366,5.246074676513672,0.0009045084971874737,6.902865409851074,1.6569994688034058,5.245865821838379,0.0006545084971874737,6.9003682136535645,1.654737949371338,5.245630264282227,0.00034549150281252633,6.899035453796387,1.6534546613693237,5.245580673217773,9.549150281252633e-05,2.3043114686640864,6.905154228210449,1.6581296920776367,5.2470245361328125
46,6.904479026794434,1.6581296920776367,5.246349334716797,0.001,6.901832103729248,1.656072735786438,5.2457594871521,0.0009045084971874737,6.898824214935303,1.6530941724777222,5.245729923248291,0.0006545084971874737,6.896757125854492,1.6508214473724365,5.245935440063477,0.00034549150281252633,6.895115375518799,1.6495137214660645,5.245601654052734,9.549150281252633e-05,2.4631075377522165,6.901235580444336,1.6542108058929443,5.2470245361328125
47,6.900408744812012,1.6542108058929443,5.2461981773376465,0.001,6.898138046264648,1.652099370956421,5.246038913726807,0.0009045084971874737,6.895001411437988,1.6491831541061401,5.245818138122559,0.0006545084971874737,6.892580032348633,1.6469473838806152,5.245632648468018,0.00034549150281252633,6.891356468200684,1.6456592082977295,5.245697498321533,9.549150281252633e-05,2.943669261469388,6.897331714630127,1.6503024101257324,5.2470293045043945
48,6.896430015563965,1.6503024101257324,5.246127605438232,0.001,6.894285202026367,1.6483627557754517,5.245922565460205,0.0009045084971874737,6.891367435455322,1.6454941034317017,5.24587345123291,0.0006545084971874737,6.889111042022705,1.6432217359542847,5.245889186859131,0.00034549150281252633,6.887781143188477,1.6419144868850708,5.245866775512695,9.549150281252633e-05,2.66324555886302,6.89352560043335,1.6464987993240356,5.2470269203186035
49,6.892979145050049,1.6464987993240356,5.246480464935303,0.001,6.890573501586914,1.644456148147583,5.24611759185791,0.0009045084971874737,6.887363433837891,1.6414432525634766,5.245920181274414,0.0006545084971874737,6.885164737701416,1.63921320438385,5.2459516525268555,0.00034549150281252633,6.883698463439941,1.637969732284546,5.245728969573975,9.549150281252633e-05,2.9384123679896588,6.8896589279174805,1.6426305770874023,5.247028350830078
50,6.889008522033691,1.6426305770874023,5.246377944946289,0.001,6.886679172515869,1.6406193971633911,5.246059894561768,0.0009045084971874737,6.883574485778809,1.6377699375152588,5.245804786682129,0.0006545084971874737,6.881276607513428,1.635513186454773,5.245763301849365,0.00034549150281252633,6.880029678344727,1.6342576742172241,5.245771884918213,9.549150281252633e-05,1.4594501276780354,6.885821342468262,1.6387951374053955,5.247026443481445
51,6.884995460510254,1.6387951374053955,5.2462005615234375,0.001,6.882753372192383,1.6368625164031982,5.2458906173706055,0.0009045084971874737,6.879532814025879,1.6340094804763794,5.245523452758789,0.0006545084971874737,6.877320766448975,1.6316982507705688,5.245622634887695,0.00034549150281252633,6.875791549682617,1.6304031610488892,5.245388507843018,9.549150281252633e-05,2.400138491475504,6.8820085525512695,1.6349799633026123,5.247028827667236
52,6.881180763244629,1.6349799633026123,5.246201038360596,0.001,6.878859519958496,1.6329848766326904,5.245874881744385,0.0009045084971874737,6.876061916351318,1.6301313638687134,5.2459306716918945,0.0006545084971874737,6.873722076416016,1.6278748512268066,5.245847225189209,0.00034549150281252633,6.872337341308594,1.626586675643921,5.245750904083252,9.549150281252633e-05,3.0925417195005704,6.8781867027282715,1.631158471107483,5.247028350830078
53,6.877064228057861,1.631158471107483,5.245905876159668,0.001,6.874751091003418,1.6292097568511963,5.245541572570801,0.0009045084971874737,6.871872425079346,1.6262375116348267,5.245635032653809,0.0006545084971874737,6.869484901428223,1.6240084171295166,5.245476245880127,0.00034549150281252633,6.868184566497803,1.622756004333496,5.245428562164307,9.549150281252633e-05,2.7597250044035997,6.874331474304199,1.6273024082183838,5.2470293045043945
54,6.873499870300293,1.6273024082183838,5.246197700500488,0.001,6.871343612670898,1.6252965927124023,5.246047019958496,0.0009045084971874737,6.868309497833252,1.6225250959396362,5.245784282684326,0.0006545084971874737,6.8659892082214355,1.620200514793396,5.24578857421875,0.00034549150281252633,6.864743709564209,1.618908405303955,5.245835304260254,9.549150281252633e-05,2.1783720759322436,6.870518684387207,1.6234890222549438,5.247029781341553
55,6.869614601135254,1.6234890222549438,5.2461256980896,0.001,6.867184638977051,1.6216535568237305,5.24553108215332,0.0009045084971874737,6.86435604095459,1.6187126636505127,5.245643138885498,0.0006545084971874737,6.86218786239624,1.6164530515670776,5.245734691619873,0.00034549150281252633,6.860748291015625,1.6151896715164185,5.245558738708496,9.549150281252633e-05,2.3377308988941174,6.866726875305176,1.6196988821029663,5.24702787399292
56,6.865730285644531,1.6196988821029663,5.246031284332275,0.001,6.863584995269775,1.617884635925293,5.245700359344482,0.0009045084971874737,6.860971450805664,1.6148161888122559,5.246155261993408,0.0006545084971874737,6.858480453491211,1.612560510635376,5.245920181274414,0.00034549150281252633,6.856932640075684,1.611269235610962,5.245663642883301,9.549150281252633e-05,2.3550410929265473,6.8628621101379395,1.6158369779586792,5.247025012969971
57,6.861800193786621,1.6158369779586792,5.245963096618652,0.001,6.859755516052246,1.6138759851455688,5.245879650115967,0.0009045084971874737,6.8569135665893555,1.6110625267028809,5.245851039886475,0.0006545084971874737,6.854440212249756,1.6088371276855469,5.245603084564209,0.00034549150281252633,6.853181838989258,1.6075780391693115,5.245603561401367,9.549150281252633e-05,2.8826423015265887,6.859093189239502,1.612067699432373,5.247025489807129
58,6.858072280883789,1.612067699432373,5.246004581451416,0.001,6.855710506439209,1.6101313829421997,5.245579242706299,0.0009045084971874737,6.8529887199401855,1.6072765588760376,5.2457122802734375,0.0006545084971874737,6.8503828048706055,1.6049946546554565,5.245388031005859,0.00034549150281252633,6.8490753173828125,1.6037192344665527,5.24535608291626,9.549150281252633e-05,3.1577107250322776,6.855291366577148,1.6082661151885986,5.247025012969971
59,6.854599952697754,1.6082661151885986,5.246334075927734,0.001,6.85231876373291,1.6064465045928955,5.2458720207214355,0.0009045084971874737,6.849327564239502,1.6036919355392456,5.245635509490967,0.0006545084971874737,6.8470988273620605,1.6014748811721802,5.24562406539917,0.00034549150281252633,6.845688819885254,1.6002117395401,5.245477199554443,9.549150281252633e-05,1.465138601982692,6.851553916931152,1.6045279502868652,5.247025966644287
60,6.85072135925293,1.6045279502868652,5.2461934089660645,0.001,6.848531723022461,1.6027427911758423,5.245789051055908,0.0009045084971874737,6.845778465270996,1.6000382900238037,5.245739936828613,0.0006545084971874737,6.843201160430908,1.5977832078933716,5.245418071746826,0.00034549150281252633,6.841795921325684,1.5965133905410767,5.2452826499938965,9.549150281252633e-05,2.0244621442136745,6.847855567932129,1.6008291244506836,5.247026443481445
61,6.8469014167785645,1.6008291244506836,5.246072292327881,0.001,6.844742774963379,1.5990158319473267,5.245727062225342,0.0009045084971874737,6.84173583984375,1.5962355136871338,5.245500087738037,0.0006545084971874737,6.839259147644043,1.5940035581588745,5.245255470275879,0.00034549150281252633,6.837833404541016,1.5927269458770752,5.245106220245361,9.549150281252633e-05,2.562800106147438,6.844126224517822,1.5970991849899292,5.2470269203186035
62,6.843396186828613,1.5970991849899292,5.2462968826293945,0.001,6.841411113739014,1.5954440832138062,5.245966911315918,0.0009045084971874737,6.838247776031494,1.5926483869552612,5.245599269866943,0.0006545084971874737,6.836095809936523,1.5904364585876465,5.245659351348877,0.00034549150281252633,6.8346333503723145,1.5891605615615845,5.2454729080200195,9.549150281252633e-05,2.234509024850066,6.840464115142822,1.593437671661377,5.247026443481445
63,6.839426517486572,1.593437671661377,5.245988845825195,0.001,6.837197780609131,1.5917712450027466,5.245426654815674,0.0009045084971874737,6.834503173828125,1.5890005826950073,5.245502471923828,0.0006545084971874737,6.832067489624023,1.5867946147918701,5.245273113250732,0.00034549150281252633,6.830565452575684,1.5855215787887573,5.245043754577637,9.549150281252633e-05,2.0323894675390557,6.836818218231201,1.5897918939590454,5.247026443481445
64,6.8357391357421875,1.5897918939590454,5.245947360992432,0.001,6.833911418914795,1.5881328582763672,5.245778560638428,0.0009045084971874737,6.830950736999512,1.5853312015533447,5.245619297027588,0.0006545084971874737,6.8286333084106445,1.5831698179244995,5.2454633712768555,0.00034549150281252633,6.827338218688965,1.5818883180618286,5.245450019836426,9.549150281252633e-05,3.172760776925063,6.833186149597168,1.5861601829528809,5.247025966644287
